,Unnamed: 0,Unnamed: 0.1,category,date,source,text,title,month,country-source,article_len,ratio_not_stop_w,avg_word_len,title_len,ratio_unique_words,ner,sen
32,32,9336,,2018-11-30 17:43:43,RFE-USA,Evropski zvaničnici saopštili su danas u Buenos Ajresu da SAD blokiraju napredak na samitu Grupe 20 industrijskih razvijenih zemalja - G 20 o pravilima globalne trgovine borbi protiv klimatskih promena i rešavanju pitanja migracija. Diplomate pokušavaju da usaglase završnu deklaraciju koju sutra na kraju samita treba da usvoje svi učesnici. Neimenovani zvaničnik iz francuske delegacije izjavio da postoji mogućnost da će SAD biti izuzete iz delova završne deklaracije jer se ta zemlja povukla iz međunarodnog sporazuma o klimi. U nacrtu deklaracije se navodi da se 19 učesnika samita se slaže o važnosti borbe protiv klimatskih promena. Zvaničnici su naveli da se SAD ne slažu da se u završenom tekstu pominju migracija ili reforme Svetske trgovinske organizacije (STO). Evropski učesnici samita žele da G20 zauzme jedinstven stav ali su zabrinuti da bi američki predsednik Donald Tramp mogao putem bilateralnih sastanaka da favorizuje sopstvene ciljeve. G 20 čine 19 zemalja i Evropska unija medju kojima Argentina Australija Brazil Kanada Kina Francuska Nemačka Indija Indonezija Italija Japan Meksiko Rusija Saudijska Arabija Južna Afrika Južna Koreja Turska Velika Britanija i SAD.,Evropski lideri: SAD blokiraju napredak u trgovini i borbi protiv klimatskih promena,11,USA,177,0.15254237288135594,6.711864406779661,12,0.7683615819209041,"['ajresu', 'američki', 'italija', 'arabija', 'buenos', 'kanada', 'rusija', 'britanija', 'samita', 'francuske', 'sto', 'brazil', 'južna', 'afrika', 'sad', 'trgovinske', 'francuska', 'velika', 'australija', 'argentina', 'japan', 'koreja', 'svetske', 'donald', 'saudijska', 'evropska', 'unija', 'turska', 'organizacije', 'indija', 'kina', 'nemačka', 'meksiko', 'tramp', 'indonezija']",0.0
33,33,6684,Vesti,2019-01-27,N1-USA,"[Kosovska policija je u južnom delu Kosovske Mitrovice zaplenila 140 svetosavskih paketića namenjenih osnovcima u Goraždevcu i Osojanu sa obrazloženjem da sadrže ""nelegalne"" proizvode iz centralne Srbije saopštila je Kancelarija Vlade Srbije za Kosovo i Metohiju. Navedeno je da je vozaču ""Kolašin prevoza"" koji je paketiće vozio za Goraždevac i Osojane napisana prekršajna prijava i da je zajedno sa autobusom sproveden u Prištinu. ""Iako je deo paketića pre nekoliko dana legalno unet na Kosovo i Metohiju preko administrativnog prelaza Jarinje a deo su napravili osnovci sa severa pokrajine za svoje vršnjake u metohijskim enklavama kosovska policija je na potpuno besprizoran i nasilnički način sprečila da naša deca u Metohiji budu obradovana povodom praznika Svetog Save"" navedeno je u saopštenju. Kancelarija za Kosovo i Metohiju ocenila je da Prištini ""nije dovoljno to što je u činu samovolje i pravnog nasilja uvela blokadu na uvoz proizvoda iz centralne Srbije već je sada nelegalnim proglasila i samo posedovanje bilo čega što je proizvedeno u centralnoj Srbiji čime su srpske grisine i smoki stavljeni u istu ravan sa narkoticima i oružjem"". ""Deo paketića je pocepan i uništen u činu bestijalnog iživljavanja i samovolje predstavnika privremenih prištinskih vlasti i sledeći korak Prištine je valjda hapšenje Deda Mraza i Božić Bate"" stoji u saopštenju. Ocenjuje se da ""piratski i banditski napad na kekse i čokolade pokazuje svu podlost i bezdušnost onih koji se predstavljaju kao albanski politički lideri na Kosovu i Metohiji"". Kancelarija za Kosovo i Metohiju ranije je najavila da će paketiće sutra učenicima iz Osnovnoj školi ""Janko Jovićević"" u Goraždevcu i Osnovne škole ""Radoš Tošić"" u Osojanu uručiti zamenik direktora te Kancelarije i predsednik beogradske opštine Palilula Aleksandar Jovičić.  ]",Kancelarija za KiM: Kosovska policija zaplenila svetosavske paketiće za učenike,1,USA,276,0.11956521739130435,6.590579710144928,10,0.6666666666666666,"['aleksandar', 'kosovo', 'deda', 'radoš', 'palilula', 'svetog', 'save', 'prištine', 'jovičić', 'policija', 'tošić', 'prištini', 'kim', 'kolašin', 'albanski', 'srbiji', 'prištinu', 'metohiju', 'srbije', 'jarinje', 'kosovska', 'janko', 'iživljavanja', 'kosovu', 'vlade', 'nelegalnim', 'mitrovice', 'metohiji', 'kosovske', 'pokrajine', 'jovićević', 'bate', 'mraza', 'goraždevcu']",-0.0049261083743842365
34,34,743,Politika,2018-12-08,Vostok-RU,Iranski predsednik Hasan Rohani je izjavio da bi Zapad mogao da zadesi potop droga izbeglica i terorističkih napada ukoliko ponovo nametnute američke sankcije oslabe sposobnost Irana da obuzdava ove probleme prenosi Rojters. Upozoravam one koji nameću sankcije da ukoliko sposobnost Irana da se bori protiv droga i terorizma bude time pogođen vi nećete biti bezbedni od potopa droga tražilaca azila bombi i terorizma“ kazao je Rohani u govoru koji je prenošen uživo na iranskoj državnoj televiziji prenosi Tanjug.  Navodi se da je on američke sankcije takođe nazvaoekonomskim terorizmom“. ,"„Upozoravam one koji nameću sankcije da nećete biti bezbedni od potopa droga, tražilaca azila, bombi i terorizma“",12,RU,88,0.2159090909090909,6.6931818181818175,17,0.75,"['rohani', 'hasan', 'zapad', 'irana', 'državnoj']",-0.07142857142857142
35,35,7526,Svet,2019-02-18,N1-USA,[Pravosuđe Maldiva naložilo je hapšenje bivšeg predsednika države Abdule Jamina poraženog prošle godine na izborima koji je optužen za pranje novca javila je agencija Frans pres. Pravosuđe je zatražilo hapšenje i pritvor Jaminu koji je optužen za pranje i proneveru oko 12 miliona dolara nešto pre održavanja predsedničkih izbora u septembru. Jamina je na izborima pobedio lider opozicije Ibrahim Muhamed Solih koji je tokom kampanje obećao da se sprovesti istragu o korupciji članova vlade. Solih je već smenio dvojicu zvaničnika i protiv njih je pokrenuta istraga jer se na njihovim privatnim bankarskim računima nalazi novac oko 33.000 dolara namenjen izgradnji jednog hotelskog kompleksa u toj ostrvskoj državi u Indijskom okeanu.   ],Pravosuđe Maldiva naložilo hapšenje bivšeg predsednika,2,USA,111,0.18018018018018014,6.648648648648647,6,0.7657657657657657,"['ibrahim', 'naložilo', 'jamina', 'muhamed', 'solih', 'okeanu', 'frans', 'indijskom', 'pres', 'maldiva', 'abdule']",0.0
36,36,8243,Aktuelno,2018-11-02 16:01:07,VOA-USA,Američki državni sekretar Majk Pompeo rekao je da će morati da prođe još nekoliko nedelja pre nego što SAD prikupe dovoljno dokaza za uvođenje sankcija zbog ubistva novinara Džamala Kašogija ali da će Vašington odgovoriti na to ubistvo. Stejt department je ranije pozvao Saudijsku Arabiju da pronađe posemrtne ostatke Kašogija i vrati ih njegovoj porodici. U međuvremenu savetnik turskog predsednika Jasin Aktaj rekao je za list „Hurijet“ da je telo novinara raskomadano kako bi ga se ubice lakše otarasile i pomenuo mogućnost da je možda rastvoreno u kiselini.  Porodica i prijatelji ubijenog saudijskog novinara koji je živeo u Americi Džamala Kašogija apeluju na nadležne da im predaju njegove posmrtne ostatke kako bi ih sahranili. “Naš prioritet je kao i Kašogijeve porodice da dobijemo bar delove njegovog tela i ispunimo mu poslednju želju – da bude sahranjen na groblju u Medini. Želimo to da ostvarimo i zato apelujemo na ceo svet da izvrši pritisak na saudijsku vladu da pre nego što otkrije ubice pronađe njegove ostatke kako bismo ga sahranili pre nego što se cela stvar zataška” kaže Fejt Oke iz tursko-arapskog udruženja medija.  I Stejt department je pozvao Saudijsku Arabiju da pronađe i vrati Kašogijeve posmrtne ostatke. Predsednik Donald Tramp izneo je svoje mišljenje o tome da li smatra da su ga Saudijci izdali ubistvom Kašogija. “Ne nisu me izdali. Nadam se da će sve biti rešeno. Sada ima mnogo činjenica i mnogo toga za čim smo tragali. Nisu izdali mene možda su izdali sebe”. Analitičari kažu da je to što su Saudijci ubili Kašogija pa najpre to porekli a onda nekoliko puta promenili priču o tome šta se desilo – princa Mohameda bin Salmana dovelo u nezgodnu poziciju. Neki smatraju da Amerika sada ima moć da pritisne Saudijce da okončaju rat u Jemenu koji je doveo do toga da polovina populacije te zemlje - 14 miliona ljudi može da umre od gladi. “Ne sumnjam u to da je ubistvo Kašogija pojačalo pritisak na Saudijce da pristanu na prekid vatre u Jemenu i da prave ustupke na drugim mestima” kaže Hilal Kašan sa Američkog univerziteta u Bejrutu.  Američki državni sekretar Majk Pompeo je takođe rekao da je vreme za prekid sukoba u Jemenu – što je veliki preokret u politici SAD.         ,Turski zvaničnik: Telo Kašogija rastvoreno u kiselini,11,USA,371,0.15902964959568733,5.978436657681941,7,0.6118598382749326,"['stejt', 'oke', 'džamala', 'americi', 'porodica', 'sad', 'salmana', 'bin', 'univerziteta', 'turskog', 'jemenu', 'aktaj', 'department', 'donald', 'bejrutu', 'majk', 'pompeo', 'medini', 'fejt', 'jasin', 'tursko', 'amerika', 'kašogija', 'mohameda', 'tramp', 'vašington', 'saudijsku']",-0.004
37,37,1435,Rusija,2019-01-17,Vostok-RU,Ništa nije strašno ne treba drhtati od straha komentar je zamenika predsednika komiteta Saveta Federacije za međunarodne poslove Vladimira Džabarova na izjavu zamenice Državnog sekretara SAD za kontrolu naoružanja Andree Tompson o tome da SAD obustavljaju svoje obaveze iz Sporazuma o likvidaciji raketa srednjeg i kratkog dometa. Svi znaju da je u toku prljava igra. Američki zahtevi su smešni povezani su sa konkretnom raketom. Rusija im kao odgovor na to predlaže da dođu i upoznaju se sa njom sa njenim karakteristikama. Amerikanci su to odbili. Tako da je sve to jednostavno izgovor za izlazak iz sporazuma u kom se oni odavno ne osećaju prijatno“ rekao je Džabarov.  Ipak prema rečima senatora u želji Sjedinjenih Država da izađu iz Sporazuma o raketama srednjeg i kratkog dometanema ništa strašno zbog čega bi trebalo drhtati od straha“. Da to nije prijatno posebno Evropljanima. Međutim Rusija može da osigura svoju bezbednost. Prema ponašanju Amerike se treba odnositi mirno. To se odavno pripremalo Amerikanci ne idu ka tome samo mesec ili godinu dana“ zaključio je Džabarov.  Prema rečima zamenika šefa komiteta za odbranu Državne dume Andreja Krasova saopštenje SAD o izlasku iz Sporazuma o raketama je pi-ar Bele kuće sa ciljem da se Rusija demonizuje i optuži za sve smrtne grehe.  Prema njegovim rečima odluka Vašingtona je nastavak antiruske politike koju vode SAD.  Član komiteta Saveta Federacije za međunarodne poslove Oleg Morozov smatra da se SAD nadaju da će dobiti određenu geopolitičku prednost izlaskom iz gorenavedenog sporazuma. SAD se nadaju da će na osnovu izlaska iz Sporazuma rasporediti u Evropi ofanzivne sisteme koji nisu u skladu sa njim“ izjavio je senator. Možda samo rade u interesu vojno-industrijskog kompleksa koji želi da dobije dodatni novac i igra se sa novim raketama“ objasnio je političar.  Ranije je zamenik šefa Stejt departmenta Andrea Tompson saopštila da Sjedinjene Američke Države počinju izlazak iz Sporazuma o likvidaciji raketa srednjeg i kratkog dometa 2. februara. ,Džabarov: U želji SAD da izađu iz Sporazuma o raketama nema ništa strašno,1,RU,314,0.12420382165605096,6.4426751592356695,13,0.6273885350318471,"['stejt', 'državne', 'morozov', 'gorenavedenog', 'prljava', 'rusija', 'andree', 'sad', 'države', 'andrea', 'departmenta', 'država', 'amerike', 'džabarova', 'sjedinjenih', 'saveta', 'vladimira', 'andreja', 'krasova', 'tompson', 'oleg', 'federacije', 'američke', 'sjedinjene']",0.016736401673640166
38,38,2381,Svet,2018-11-04 21:35:00,Sputnik-RU,Ljudi u Hondurasu su toliko očajni da bilo kakav poziv ili naznaku da postoji mogućnost da se zaposle i zarade iole pristojan novac kako bi mogli da izdržavaju porodicu prihvataju ne pitajući ni kuda bi trebalo da idu ni šta tačno da rade.Sputnjik je razgovarao sa Bartolom Fuentesom bivšim poslanikom opozicione partije Partije slobode i tranzicije skraćeno Slobodne partije o tome kako je uopšte došlo do toga da reke migranata iz Hondurasa hrle ka južnim granicama SAD.Naš sagovornik ujedno i novinar i društveni delatnik kaže da nijedna politička religiozna socijalna ili čak humanitarna organizacija nije sponzorisala niti podstakla ovaj tužni karavan očajnika. Inače vlasti Hondurasa Fuentesa krive da je organizovao ovaj egzodus svojih sunarodnika ka SAD preko teritorije Meksika.U martu ove godine Fuentes se i sam priključio karavanu migranata u Meksiku. On se nikada ranije nije nalazio u tako velikoj grupi ljudi koja je imala zajednički cilj. Predstavnici američkih migracionih službi tada su prihvatili 93 odsto od ukupno podnete 401 prijave. Tako su se migranti legalno našli na teritoriji SAD ne narušavajući pritom pogranične zakone. Štaviše svi oni koji su podneli zahtev za azil u SAD prošli su prvu fazu trijaže vrlo složenog migracionog procesa tokom kojeg migranti moraju da objasne pograničnim službenicima da bi povratak u otadžbinu zaista predstavljao opasnost za njihov život.<strong>Karavan migranata</strong>Fuentes za Sputnjik ističe da se u mestu Progreso nedaleko od honduraškog grada San Pedro Sula na granici sa Gvatemalom gde on inače živi stalno spontano okupljaju grupe ljudi koji žele zajedno da emigriraju.„Ljudi se povezuju putem društvenih mreža i mesindžera ugovaraju datum i vreme susreta i obično se tajno kreću“ kaže Fuentes koji dodaje da je njega pozvala grupa migranata koji su se okupili u Tegusigalpe prestonici države. Migranti su ga molili za savet znajući da je on prethodno već učestvovao u jednom karavanu u martu.„Sa zadovoljstvom sam im pomogao i ispričao svoja iskustva. Objasnio sam im kako se može dobiti status izbeglice pravo na boravak i humanitarna viza koju izdaju Meksiko i SAD i to sve besplatno i bez daljih zahteva ili očekivanja američkih vlasti“ objasnio je Fuentes.Na obalama Atlantika u Hondurasu organizovale su se još tri grupe veoma rešenih migranata sa željom da po svaku cenu napuste zemlju.„Svi ti ljudi su se dogovorili da svoj put ka boljem sutra započnu 12. oktobra. Prvo je 160 ljudi došlo do mesta San Pedro Sula koje je bilo prvo mesto okupljanja do podneva ih bilo već oko 600 a do sumraka sledećeg dana čak 1.200. Do sada je to najbrojnija grupa koja se kretala ka Meksiku i brojala 7.000 ljudi“ dodaje naš sagovornik.„Ljudi u Hondurasu su toliko očajni da prihvataju bilo kakav poziv ili naznaku da postoji mogućnost da se zaposle i zarade iole pristojan novac kako bi mogli da izdržavaju porodicu ne pitajući ni kuda bi trebalo da idu ni šta tačno da rade“ kaže Fuentes.<strong>Pomoć i razumevanje</strong>Karavanu migranata pomažu solidarni lokalni stanovnici koje usput susreću a u nekoliko slučajeva čak i predstavnici lokalne vlasti. Na primer gradonačelnik honduraškog grada Santa Roza de Kopan Anibal Alvarado omogućio je migrantima da koriste prostorije opštinske sportske sale kao i autobuse. Meštani su takođe iznajmili nekoliko autobusa kako bi podržali karavan.U Meksiku su migranti dobili podršku vlasti oblasti Sučjate koji se nalazi na granici sa Gvatemalom. Njima su vlasti dozvolile da se privremeno smeste ne mostu preko istoimene reke kada na glavnom trgu prestonice ove oblasti Sijudad Idalgo više nije bilo mesta potvrdila je za Sputnjik zvaničnica ove oblasti Sonja Ernandez.U Tonali u meksičkoj državi Čijapas migranti su takođe dobili podršku lokalnih vlasti u vidu autobusa kako bi se lakše prevezli do poslednjeg punkta svoje rute u okviru ove meksičke države.„Migrante iz Hondurasa kao i ljude koji su se solidarisali i pomagali im vlasti Hondurasa prikazuju kao kriminalce jer sami ne žele da priznaju prave razloge zbog kojih ljudi beže iz države“ dodaje Fuentes.Naš sagovornik ističe da se sve ovo dešava kako se ne bi kvarili odnosi sa predsednikom SAD koji vrši pritisak na lokalne vlasti da zaustave migracione tokove. Fuentes zaključuje da se ovaj proces ne može veštački zaustaviti sve dok se narodu Hondurasa ne omogući da bolje živi. ,Očajnike iz Hondurasa beda tera u pečalbu,11,RU,682,0.11436950146627566,6.3885630498533725,7,0.5835777126099707,"['idalgo', 'hondurasu', 'sonja', 'sučjate', 'kopan', 'sad', 'grada', 'sagovornik', 'roza', 'fuentesom', 'slobode', 'sula', 'bartolom', 'san', 'ernandez.u', 'tegusigalpe', 'hondurasa', 'fuentes', 'meksiku', 'hrle', 'čijapas', 'tonali', 'sputnjik', 'de', 'migranti', 'slobodne', 'honduraškog', 'pedro', 'sijudad', 'partije', 'martu', 'meksičkoj', 'santa', 'alvarado', 'gvatemalom', 'meksiko', 'progreso', 'partije', 'sad.naš']",0.02958579881656805
39,39,7536,Vesti,2019-02-18,N1-USA,[Centar za evroatlantske studije (CEAS) saopštio je da je dobio isto preteće pismo kao nekoliko drugih organizacija civilnog društva. Pismo je poštom dostavljeno na adresu CEAS. 14.02.2019. 15.02.2019.  CEAS je prijavio slučaj policiji koja je reagovala brzo i profesionalno preduzevši sve potrebne radnje navodi se u saopštenju i izražava uverenje da će i drugi organi za sprovođenje zakona na isti profesionalni način postupiti u ovom ali i drugim slučajevima. Kako se dodaje CEAS je jedna od organizacija koja je najčešće izložena pretnjama napadima i zastrašivanjima. Poverenica za zaštitu ravnopravnosti Brankica Janković osudila je pretnje smrću upućene organizacijama koje se bave zaštitom ljudskih prava i navela da očekuje hitnu reakciju svih nadležnih organa.   ],I CEAS dobio preteće pismo,2,USA,113,0.17699115044247787,6.840707964601769,5,0.7876106194690266,"['brankica', 'ceas', 'centar', 'janković']",0.011494252873563218
40,40,7402,Vesti,2019-02-16,N1-USA,"[U Lapljem Selu kod Prištine obeleženo je 18 godina od zločina albanskih ekstremista počinjenog u selu Livadice kada je u bombaškom napadu na autobus ""Niš ekspresa"" poginulo 12 Srba a više od 40 zadobilo teže ili lakše povrede. Književnik Ratko Popović rekao je nakon parastosa da ovaj zločin kao i zločini počinjeni na njivi u Starom Gracku kod Lipljana ubistvo srpskih dečaka u Goraždevcu Stolića u Obiliću kao i svi drugi zločini čiji je cilj bio da se Srbi uplaše i proteraju sa Kosova i Metohije ne sme biti zaboravljen. On je poručio da zločini koje su Albanci bez kazne počinili nad Srbima moraju ojačati Srbe i stvoriti još veću veru u opstanak i očuvanje srpstva na prostorima Kosova. ""Ukoliko bi se ostvario cilj Albanaca da Srbi nestanu sa Kosova i Metohije bile bi uzaludne žrtve"" rekao je on optužujući međunarodnu zajednicu da ćutanjem i stavljanjem u ladice predmeta o zločinima Albanaca nad Srbima pomažu etničkom čišćenju Kosova i Metohije. Gradonačelnik Gračanice Srđan Popović rekao je da nema odustajanja od traganja za istinom i pravdom sve dok je Srba na Kosovu i Metohiji i dok je države Srbije. ""Žrtve ne smemo zaboraviti kao što ne smemo prestati da tražimo da se naručioci i počinioci svih zločina počinjenih nad nedužnim narodom pronađu i izvedu pred lice pravde"" rekao je Popović. On je dodao da međunarodna zajednica mora shvatiti da Kosovo nema budućnosti ukoliko se ne rasvetle zločini nad Srbima i ukoliko odgovorni ne budu izvedeni pred lice pravde. Jelena Stojanović sestra stradale Mirjane Dragović preživela je napad na autobus ""Niš ekspresa"" u selu Livadice kod Podujeva. Ona je rekla da iz godine u godine postaje svesna da je zločin u Livadicama bio usmeren na to da se Srbi zaplaše i nateraju na potpuno raseljevanje. ""Iako živim u nadi da će zločinci biti pronađeni sve više verujem da će zločin u Livadicama ostati nerasvetljen"" navela je ona. Aktiviranjem mine na magistralnom putu 16. februara 2001. godine u selu Livadice kod Podujeva dignut je u vazduh prvi autobus iz konvoja kojima su raseljeni Srbi sa Kosova i Metohije u pratnji Kfora išli na Zadušnice u Gračanicu. Na mestu eksplozije poginulo je 10 ljudi a još dvoje je podleglo povredama kasnije. U napadu na autobus ""Niš ekspresa"" poginuli su Sunčica Pejčić Živana Tokić Slobodan Stojanović Mirjana Dragović Nebojša Snežana i Danilo Cokić Veljko Stakić Nenad Stojanović Milinko Kragović Lazar Milkić i Dragan Vukotić. Najmlađa žrtva nerasvetljenog zločina u Livadicama je dvogodišnji Danilo Cokić. Jedini osumnjičeni za napad na autobus ""Niš ekspresa"" bio je Fljorim Ejupi koji je 2008. godine osuđen na 40 godina zatvora ali je odlukom Apelacionog suda Kosova 2009. godine oslobođen zbog navodnog nedostatka dokaza. Osim Ejupija za napad na autobus ""Niš ekspresa"" bili su uhapšeni Ćelji Gaši Avdij Behljulji i Jusuf Veljiju koji su oslobođeni takođe zbog navodnog nedostatka dokaza. Euleks je 2009. godine pokrenuo novu istragu ali je 2013. obustavio i predmet arhivirao uz mogućnost da će biti aktiviran ukoliko budu pronađeni ""odgovarajući dokazi"".  ]",Obeleženo 18 godina od napada na autobus Niš ekspresa kod Podujeva,2,USA,495,0.10505050505050503,6.177777777777778,11,0.5878787878787879,"['dragan', 'kosovo', 'mirjane', 'milinko', 'niš', 'slobodan', 'živana', 'gracku', 'veljko', 'behljulji', 'dragović', 'ratko', 'popović', 'srđan', 'kragović', 'lazar', 'pejčić', 'gračanicu', 'tokić', 'prištine', 'livadice', 'milkić', '.', 'lipljana', 'stojanović', 'jusuf', 'nenad', 'euleks', 'srba', 'jelena', 'veljiju', 'mirjana', 'dignut', 'srbije', 'danilo', 'livadicama', 'stakić', 'kosova', 'srpskih', 'obiliću', 'ekspresa', 'cokić', 'kosovu', 'metohije', 'snežana', 'metohiji', 'podujeva', 'nebojša', 'srbima', 'i', 'vukotić']",-0.032
41,41,2517,Svet,2018-11-10 17:09:00,Sputnik-RU,„Raptli“ je objavio zanimljivu kompilaciju na kojoj se vidi niz dodira koje su tokom današnjeg susreta u Parizu razmenili predsednik SAD Donald Tramp i predsedik Francuske Emanuel Makron. Jedan od njih dvojice ipak je prednjačio u pipkanju. Šta mislite koji.Tramp i Makron su se u Parizu saglasili da je neophodno uložiti više sredstava u evropsku odbranu i time su izgladili odnose ali „toplina“ u njihovom odnosu i dalje nedostaje ocenjuje Rojters dok AP prenosi objavu Bele kuće da je „zbog lošeg vremena“ otkazana Trampova poseta američkom vojnom groblju iz Prvog svetskog rata.Francuski predsednik je svog američkog kolegu dočekao čvrstim rukovanjem ali izgledalo je kao da nedostaje toplina između dvojice lidera kakva je postojala pri ranijim susretima navodi agencija.Makron je tokom sastanka spustio svoju ruku na Trampovo koleno i obraćao mu se rečima „prijatelju moj“ a američki predsednik je zadržavao distancu navodi britanska agencija.,Dodirni mi kolena: Kako Tramp reaguje na Makronova pipkanja (video),11,RU,143,0.16783216783216784,6.636363636363638,10,0.7832167832167832,"['američki', 'donald', 'pipkanja', 'emanuel', 'agencija.makron', 'makron', 'parizu', 'tramp', 'francuske']",0.0
42,42,8426,Aktuelno,2018-12-04 16:53:53,VOA-USA,"Viši zvaničnik SAD Metju Palmer izjavo je u utorak da bi Makedonija mogla da uđe u NATO do proleća 2020 ukoliko primeni sporazum sa Grčkom o promeni imena u Republika Severna Makedonija čime će biti rešen decenijama dug spor između dve zemlje. Kako prenose mediji zamenik pomoćnika američkog državnog sekretara Metju Palmer rekao je u Sarajevu da bi Makedonija mogla da postane 30. članica NATO ""već za 18 meseci od sada"". ""To je potpuno realistični ciljni datum"" rekao je Plamer. Međutim Palmer je rekao da je zabrinut zbog ruskog ""štetnog uticaja"" na Zapadnom Balanu uključujući i napore da se podrije odluka Makedonije o stremljenju te zemlje da postane članica NATO. ""Kremlj vidi unapredjenje svojih interesa u regionu kroz sporove nepoverenje i nered"" rekao je Palmer i dodao da je Rusija pre svega usmerena ka promovisanju sopstvenih ""vizija i ciljeva koje su sve više u suprotnosti"" s ciljevima SAD.",Palmer: Makedonija u NATO možda već 2020.,12,USA,148,0.18243243243243246,6.121621621621622,7,0.75,"['sad', 'palmer', 'republika', 'stremljenju', 'zapadnom', 'sarajevu', 'izjavo', 'kremlj', 'utorak', 'severna', 'rusija', 'balanu', 'makedonija', 'metju', 'makedonije', 'nato', 'grčkom']",-0.05309734513274336
43,43,1816,Ekonomijа,2019-02-06,Vostok-RU,"Predsednik Ukrajine Petro Porošenko objasnio je zašto je nivo blagostanja u toj zemlji i dalje nizak.  Porošenko je izjavio da je za situaciju u zemlji umnogome ""kriva"" Rusija. U jednom trenutku Ruska Federacija zatvorila je svoja tržišta za ukrajinsku rob. Zamislite da Sjedinjene Američke Države jednog dana zatvore tržišta za robu iz Kanade kako bi se srušila kanadska ekonomija“ rekao je on.  Prema njegovim rečima Rusija je računala da će se zaustaviti ukrajinska proizvodnja i da će milioni nezaposlenih Ukrajinaca pomoći da se promeni vlast u zemlji. Međutim kako tvrdi Porošenko ukrajinske vlasti su pronašle izlaz i kao rezultat toga roba je otišla na tržište Evropske Unije.  ""Moskva je takođe pokušala da zamrzne Ukrajince prestavši da isporučuje gas Međutim Kijev je rešio to pitanje žaleći se međunarodnoj arbitraži. Sve u svemu  cifre pokazuju da je najgore prošlo i da postoje osnove za optimističnu prognozu za budućnost.""  Ranije je Porošenko najavljujući svoje učešće na predsedničkim izborima izjavio da je potrebno da seuspostavi hladan mir“ sa Rusijom. Moskva je tada izjavila da ne ratuje sa Kijevom a da je sukob u Ukrajini izazvan politikom vlasti.  Ukrajinska ekonomija se nakon događaja iz 2014. godine nalazi u opadanju. Kijev pokušava da sprovede ekonomske reforme uzimajući kredite od MMF-a što utiče na dobrobit građana: komunalne tarife nastavljaju da rastu a plate i socijalna davanja ostaju niski.  Krajem prošle godine Zavod za statistiku Ukrajine objavio je podatke prema kojima trenutno ispod granice siromaštva živi skoro trećina Ukrajinaca.    Ukrajina i Novorusija iz minuta u minut ",Porošenko: Za ekonosmku situaciju u zemlji umnogome kriva Rusija,2,RU,248,0.14112903225806453,6.540322580645161,9,0.717741935483871,"['države', 'petro', 'federacija', 'porošenko', 'moskva', 'unije', 'ukrajine', 'rusijom', 'ukrajini', 'kanade', 'ukrajina', 'rusija', 'američke', 'kijev', 'mmf', 'evropske', 'ruska', 'sjedinjene']",-0.01015228426395939
44,44,5897,Svet,2019-01-15,N1-USA,"[Rusija je nastavila ""flagrantno kršenje"" sporazuma o nuklearnim snagama srednjeg dometa (INF) saopštile su danas američke vlasti koji su ranije zapretile da će se povući iz tog sporazuma iz vremena Hladnog rata.  Diplomate iz Rusije i SAD danas su u Ženevi razgovarali o tom sporazumu. SAD su u decembru uputile ultimatum Rusiji dajući toj zemlji rok od 60 dana da poštuje sporazum jer će se u protivnom povući.  ""Sastanak je bio razočaravajući jer je jasno da Rusija nastavlja flagrantno kršenje tog sporazuma"" izjavila je Andrea Tompson američka zvaničnica Stejt departmenta zadužena za kontrolu naoružanja i pitanja međunarodne bezbednosti.  Tompsonova koja je predvodila američku delegaciju u Ženevi rekla je da Rusija nije objasnila kako će se vratiti ""integralnom i proverljivom poštovanju obaveza"" prema sporazumu.  Pomoćnik šefa ruske diplomatije Sergej Rjabkov koji je predvodio delegacije Rusije izjavio je posle sastanka da će SAD ""u potpunosti"" biti odgovorne za raskid sporazuma.  ""Jasno vidimo da SAD žele da idu do kraja u nameri da unište sporazum"" rekao je Rjabkov.  Američki predsednik Donald Tramp zapretio je u oktobru da će se SAD povući iz nuklearnog sporazuma koji su pre 30 godina u sovjetsko vreme potpisali Vašington i Moskva. Tramp je optužio Rusiju da je prekršila taj sporazum što je Moskva demantovala.  Sporazum o nuklearnim snagama srednjeg dometa iz vremena Hladnog rata zabranjuje čitavu klasu oružja - krstareće rakete lansirane sa zemlje s dometom od 500 do 5.500 kilometara. Sporazum o nuklearnom oružju srednjeg dometa 1987. godine potpisali su Ronald Regan i Mihail Gorbačov.   ]","SAD optužuju Rusiju za ""flagrantno kršenje"" nuklearnog sporazuma",1,USA,249,0.15261044176706828,6.502008032128514,8,0.6706827309236948,"['stejt', 'rusiji', 'decembru', 'rusija', 'gorbačov', 'sad', 'moskva', 'ženevi', 'andrea', 'departmenta', 'američki', 'rusiju', 'ronald', 'donald', 'oktobru', 'regan', 'tompson', 'rusije', 'mihail', 'delegacije', 'rjabkov', 'sergej', 'tramp', 'vašington']",-0.0051813471502590676
